F0,F1,F2,F3,F4,F5,F6,F7,F8,Task1,Task2
31,84000,M,3.0,H,25000,17.34,0.3,Y,1,G
41,73000,R,0.0,E,8550,14.3,0.12,N,1,D
24,31776,R,6.0,V,4700,8.94,0.15,N,0,A
27,46000,R,1.0,V,10000,9.32,0.22,N,0,A
22,23000,R,1.0,M,2800,21.74,0.12,N,1,F
31,30000,R,0.0,V,6600,16.49,0.22,Y,1,D
23,43000,R,1.0,D,5500,11.89,0.13,N,0,B
32,30000,R,1.0,D,13750,12.73,0.46,Y,1,C
23,129996,M,2.0,V,30000,11.11,0.23,N,0,B
26,48700,R,0.0,M,6000,14.59,0.12,N,1,D
22,42996,R,3.0,P,4800,11.03,0.11,Y,0,C
24,79200,R,3.0,E,16000,12.67,0.2,Y,1,D
31,48996,R,9.0,P,14000,13.23,0.29,N,0,C
26,67983,M,7.0,M,15000,16.49,0.19,N,1,D
32,119000,M,12.0,P,18000,10.99,0.15,N,0,B
26,45000,R,0.0,D,9000,10.39,0.2,N,0,B
23,72000,M,6.0,V,12000,13.61,0.17,Y,1,C
33,86000,R,0.0,D,4700,9.63,0.05,N,0,A
23,28000,O,0.0,V,1250,10.99,0.04,N,0,B
25,54000,M,1.0,E,6000,6.17,0.11,N,0,A
33,120000,M,3.0,M,14000,7.29,0.12,N,0,A
23,49980,M,7.0,M,4800,10.37,0.1,N,1,B
24,56000,R,8.0,V,21250,15.95,0.38,Y,1,D
27,62000,R,4.0,D,16000,7.88,0.26,N,0,A
25,76000,M,9.0,P,6000,12.98,0.08,Y,0,C
24,59000,M,3.0,E,6800,12.53,0.12,N,1,C
25,27500,R,4.0,M,2200,12.53,0.08,N,0,B
21,39900,R,3.0,D,6000,11.49,0.15,N,0,B
32,73000,M,7.0,P,4750,13.11,0.07,Y,1,C
24,24000,M,4.0,E,8500,15.7,0.35,N,0,D
29,55000,R,0.0,P,8500,16.29,0.15,Y,1,D
25,68000,R,2.0,D,13600,10.0,0.2,N,0,B
23,66000,R,7.0,M,5000,10.39,0.08,N,0,B
22,40800,M,6.0,P,7975,5.79,0.2,N,0,A
25,90000,O,9.0,H,10000,8.0,0.11,N,0,A
25,30000,R,0.0,V,14500,14.42,0.48,N,1,D
24,75000,R,1.0,E,8400,12.69,0.11,N,0,B
38,42000,O,2.0,E,5600,9.99,0.13,N,0,B
21,28000,R,2.0,E,4000,15.23,0.14,N,0,C
30,35000,R,5.0,P,1000,10.36,0.03,N,0,B
26,70000,M,11.0,H,20000,14.27,0.29,Y,0,C
21,74880,M,5.0,P,8500,7.14,0.11,N,0,A
34,36000,R,1.0,M,4000,13.61,0.11,N,0,C
45,107473,R,0.0,M,4800,12.23,0.04,Y,0,C
21,36000,M,5.0,M,1000,12.42,0.03,N,0,B
23,215000,M,7.0,M,35000,14.79,0.16,Y,0,C
32,155000,R,3.0,P,7500,11.59,0.05,Y,0,C
25,62000,M,5.0,D,10000,7.88,0.16,N,0,A
22,50000,O,6.0,M,15000,8.63,0.3,N,0,A
38,17108,M,7.0,E,4375,7.51,0.26,N,1,A
31,39000,M,11.0,D,2200,7.49,0.06,N,1,A
24,47480,R,8.0,M,6900,9.88,0.15,N,0,B
25,50000,R,6.0,E,10000,7.49,0.2,N,0,A
28,43200,O,5.0,P,12250,9.99,0.28,N,0,B
25,105000,M,9.0,H,4800,15.23,0.05,Y,0,C
38,50000,R,5.0,V,4000,7.88,0.08,N,0,A
28,51043,M,12.0,V,2100,12.29,0.04,N,1,C
31,60000,R,4.0,H,25000,8.9,0.42,N,1,A
26,60000,R,0.0,V,9000,10.59,0.15,N,0,B
29,108000,M,9.0,H,11400,9.32,0.11,N,0,A
32,89000,R,0.0,M,12000,8.94,0.13,N,0,A
32,77400,M,0.0,D,10000,18.43,0.13,N,1,F
22,50000,M,2.0,M,22000,9.91,0.44,N,0,B
24,88000,R,1.0,V,23000,14.54,0.26,N,1,D
31,70000,M,11.0,V,4500,7.9,0.06,N,0,A
24,25000,R,0.0,E,4400,6.76,0.18,N,0,A
43,71015,R,8.0,V,5000,11.14,0.07,N,0,B
21,38400,R,5.0,E,5000,10.59,0.13,N,0,B
33,86000,M,5.0,V,15000,16.49,0.17,Y,0,D
30,36000,R,5.0,E,11500,15.27,0.32,Y,1,C
24,175500,M,4.0,E,15000,12.18,0.09,N,0,B
24,90000,R,8.0,H,15000,17.58,0.17,N,0,D
24,65000,R,0.0,H,23000,11.99,0.35,N,1,B
36,430000,R,2.0,V,25000,13.8,0.06,Y,0,C
21,72500,R,3.0,E,14000,13.49,0.19,Y,0,C
23,46330,R,0.0,P,8000,10.65,0.17,N,0,B
76,75000,R,23.0,M,15000,8.94,0.2,N,0,A
31,50000,R,1.0,V,10000,10.71,0.2,N,0,B
36,56500,M,7.0,V,12000,7.49,0.21,N,0,A
31,53000,M,8.0,E,3000,15.23,0.06,N,0,C
30,139008,M,2.0,E,15000,13.47,0.11,N,0,C
23,29952,M,1.0,D,4750,14.46,0.16,Y,1,D
27,17000,R,2.0,V,4000,14.42,0.24,N,1,D
36,62400,M,0.0,P,2400,7.49,0.04,N,0,A
25,57300,R,2.0,P,10400,11.66,0.18,N,0,C
39,108000,M,6.0,E,30000,16.49,0.28,Y,1,D
23,65000,R,2.0,D,14000,9.99,0.22,N,0,B
23,67000,O,1.0,V,3250,6.76,0.05,N,0,A
23,72000,M,7.0,V,2400,12.69,0.03,N,0,B
22,12000,R,0.0,M,6700,7.66,0.56,N,1,A
24,88000,M,0.0,E,15000,10.2,0.17,N,1,B
26,16428,R,0.0,P,2400,12.23,0.15,N,0,C
23,75000,M,2.0,V,19600,15.13,0.26,N,0,E
39,58000,R,5.0,E,21000,10.83,0.36,N,1,B
22,45000,M,1.0,E,14550,11.83,0.32,N,0,B
26,50004,M,10.0,P,5000,9.32,0.1,N,0,A
36,48000,R,8.0,M,15000,13.98,0.31,N,1,C
30,111996,R,1.0,D,12000,7.49,0.11,N,0,A
32,37000,R,0.0,V,15000,10.62,0.41,N,1,B
28,82000,R,12.0,P,8000,7.49,0.1,N,0,A
30,54000,M,12.0,M,15000,14.72,0.28,Y,0,C
30,70000,M,9.0,P,7000,8.9,0.1,N,0,A
39,68000,R,0.0,H,2500,7.88,0.04,N,0,A
37,37000,O,5.0,V,6075,11.86,0.16,N,0,B
30,105000,M,8.0,D,26000,7.51,0.25,N,0,A
25,68515,R,2.0,M,5600,12.61,0.08,N,0,C
24,330000,M,5.0,P,3500,10.36,0.01,N,0,B
24,72000,R,3.0,H,13200,7.29,0.18,N,0,A
30,58000,M,9.0,H,3000,5.42,0.05,N,0,A
58,39996,R,2.0,V,2500,10.37,0.06,N,0,B
24,26400,R,4.0,M,4000,13.72,0.15,N,0,C
22,52000,M,6.0,E,9750,13.06,0.19,Y,0,C
23,35000,R,6.0,D,13475,10.65,0.39,N,1,B
45,45000,M,14.0,E,14000,6.62,0.31,N,0,A
34,180000,M,9.0,E,12900,12.99,0.07,Y,0,C
21,18000,R,3.0,E,2500,7.88,0.14,N,0,A
27,88970,M,5.0,D,20000,11.99,0.22,N,1,B
25,73000,R,2.0,D,6000,14.96,0.08,N,1,D
32,200000,R,6.0,H,35000,19.03,0.17,Y,0,E
39,67000,M,4.0,H,15000,10.37,0.22,N,0,B
34,50000,R,0.0,P,3600,11.99,0.07,N,0,B
23,62000,R,3.0,P,4000,10.59,0.06,Y,0,C
26,46890,R,9.0,P,15000,12.99,0.32,Y,1,C
27,35000,O,2.0,H,6000,11.99,0.17,N,0,B
34,60353,R,13.0,P,8500,10.65,0.14,N,0,B
27,96000,M,4.0,D,2500,12.99,0.03,Y,0,C
21,75000,M,5.0,E,8550,6.91,0.11,N,0,A
24,118000,M,4.0,V,28000,7.9,0.24,N,0,A
22,42000,R,6.0,P,3000,11.49,0.07,N,0,B
24,55000,R,6.0,D,9000,12.87,0.16,N,0,C
25,43000,R,1.0,V,12000,13.16,0.28,Y,0,C
35,35000,R,10.0,P,8600,15.99,0.25,N,0,D
23,41124,R,7.0,D,6000,7.49,0.15,N,0,A
26,50000,M,4.0,V,17200,7.51,0.34,N,0,A
24,83100,R,5.0,H,5000,16.35,0.06,N,0,E
25,65707,M,1.0,E,2000,14.59,0.03,N,0,D
25,100000,R,9.0,P,20000,13.06,0.2,Y,0,C
26,69575,R,3.0,M,14000,9.63,0.2,N,0,A
27,228000,M,12.0,H,6000,7.14,0.03,N,0,A
23,46000,M,5.0,P,9500,12.69,0.21,N,1,B
36,32004,R,3.0,V,5000,10.62,0.16,N,0,B
25,42000,R,2.0,M,2000,9.25,0.05,N,0,B
23,28000,R,0.0,E,4000,8.9,0.14,N,0,A
42,224000,M,16.0,E,25000,11.86,0.11,N,0,B
34,67000,M,4.0,D,6400,13.23,0.1,N,0,C
22,27000,R,5.0,D,2925,10.71,0.11,N,0,B
50,56000,R,2.0,H,15000,13.47,0.27,N,0,C
30,66000,M,2.0,H,12000,11.71,0.18,N,1,B
23,29004,O,1.0,E,2000,13.16,0.07,Y,0,C
28,30100,R,0.0,P,7800,14.35,0.26,N,0,C
37,65000,R,4.0,P,12000,16.49,0.18,N,0,D
22,52800,R,3.0,P,7000,17.58,0.13,N,0,D
22,33000,R,2.0,P,4500,7.88,0.14,N,0,A
24,52000,M,6.0,V,12000,14.83,0.23,N,0,D
33,120999,M,7.0,D,15200,13.61,0.13,Y,0,C
21,33996,M,2.0,H,2500,7.88,0.07,N,1,A
34,25000,R,0.0,M,10000,7.29,0.4,N,1,A
24,85000,M,8.0,M,25600,12.69,0.3,N,0,B
22,62400,M,2.0,V,12600,13.85,0.2,Y,0,C
21,55404,R,5.0,D,6500,13.98,0.12,N,0,C
21,90000,R,2.0,V,3300,11.71,0.04,N,0,B
26,188000,M,10.0,V,20000,17.74,0.11,N,1,E
23,39000,R,7.0,M,12000,10.83,0.31,N,1,B
22,52500,M,6.0,D,8000,15.23,0.15,N,0,C
36,46000,M,6.0,P,5350,15.27,0.12,N,1,C
42,40000,R,0.0,P,10000,16.0,0.25,N,1,D
38,108000,R,6.0,H,11000,13.49,0.1,N,0,C
24,60000,O,9.0,M,15000,11.83,0.25,N,0,B
26,32000,R,7.0,D,6375,10.74,0.2,N,0,B
22,62502,R,3.0,P,6400,11.71,0.1,N,0,B
25,49200,M,2.0,E,6000,10.0,0.12,N,0,B
31,65000,M,15.0,V,30000,12.69,0.46,N,0,B
31,24996,R,0.0,E,10750,12.53,0.43,N,1,C
24,73000,R,1.0,D,11400,14.84,0.16,Y,1,D
27,44000,R,5.0,E,13650,10.65,0.31,N,1,B
27,46000,R,4.0,M,7500,13.49,0.16,N,0,C
26,173000,M,0.0,P,10000,8.07,0.06,N,0,A
22,27000,R,0.0,D,9500,15.33,0.35,Y,1,D
25,53004,M,3.0,V,4800,5.42,0.09,N,0,A
27,84000,M,5.0,P,20000,12.29,0.24,Y,1,C
25,186000,O,9.0,V,10000,10.25,0.05,N,0,B
22,90000,M,6.0,P,14300,6.03,0.16,N,0,A
25,23000,R,0.0,E,2100,13.48,0.09,Y,0,C
29,125000,M,0.0,H,10000,5.79,0.08,N,0,A
32,50000,R,3.0,H,11100,10.59,0.22,N,0,B
35,46000,R,3.0,M,10000,17.14,0.22,N,0,E
32,29000,R,17.0,P,4800,16.29,0.17,Y,1,D
23,16500,O,6.0,V,4375,9.63,0.27,N,1,B
32,52000,O,14.0,V,15000,6.91,0.29,N,0,A
24,56400,R,4.0,M,8000,14.96,0.14,Y,1,D
21,44000,R,6.0,P,10000,14.74,0.23,N,0,D
22,45000,M,5.0,D,5000,12.61,0.11,Y,0,C
46,47000,M,5.0,P,6000,7.14,0.13,N,0,A
23,75000,R,4.0,V,5000,7.49,0.07,N,0,A
25,55200,R,2.0,M,4800,7.9,0.09,N,0,A
24,93000,M,3.0,V,18000,11.78,0.19,Y,0,C
21,30000,M,5.0,P,7600,6.03,0.25,N,0,A
37,61260,R,6.0,V,4000,14.82,0.07,Y,0,C
30,111000,R,3.0,V,15450,10.91,0.14,Y,0,C
35,26400,R,2.0,D,6000,16.29,0.23,Y,1,D
29,33000,M,2.0,P,16000,8.63,0.48,N,0,A
39,33100,R,3.0,D,8000,14.26,0.24,Y,1,C
24,57000,M,8.0,H,19725,9.99,0.35,N,0,B
24,88000,M,2.0,P,8000,5.99,0.09,N,0,A
27,35000,R,9.0,D,5000,11.49,0.14,N,0,B
32,75000,M,16.0,E,5000,12.61,0.07,Y,0,C
27,92000,M,11.0,E,18000,11.48,0.2,N,0,B
31,55000,R,3.0,H,5000,12.18,0.09,N,0,B
24,70000,M,1.0,V,15000,11.46,0.21,N,0,B
27,31200,R,2.0,P,6000,6.62,0.19,N,1,A
28,34000,R,1.0,P,3000,15.7,0.09,Y,1,D
34,105000,M,2.0,M,10000,7.51,0.1,N,0,A
25,30000,O,0.0,P,3425,6.17,0.11,N,0,A
31,34000,R,3.0,E,5000,5.42,0.15,N,0,A
22,105500,R,6.0,E,6000,11.99,0.06,N,0,B
23,42048,M,7.0,E,8500,7.74,0.2,N,0,A
26,51000,M,10.0,D,13000,15.33,0.25,Y,1,D
29,36000,O,2.0,V,2500,10.99,0.07,N,0,B
22,36000,R,6.0,E,6000,10.75,0.17,N,0,B
26,105000,M,2.0,H,7200,10.65,0.07,N,0,B
23,39000,R,5.0,P,8400,13.79,0.22,N,1,C
30,34000,R,0.0,M,2400,15.57,0.07,Y,1,D
25,50000,M,9.0,P,2500,13.61,0.05,N,0,C
38,32000,R,0.0,D,6000,11.36,0.19,N,1,B
32,55600,O,14.0,E,8800,9.99,0.16,N,0,B
26,19200,M,5.0,V,4000,7.51,0.21,N,1,A
34,82000,R,3.0,H,5000,8.32,0.06,N,0,A
27,73200,M,5.0,P,18000,10.99,0.25,N,0,B
29,24000,O,3.0,P,7200,7.51,0.3,N,0,A
24,26400,R,2.0,M,6400,10.37,0.24,N,0,B
26,43000,R,7.0,M,14400,9.62,0.33,N,1,B
23,60000,M,7.0,D,15000,7.9,0.25,N,0,A
26,82000,M,5.0,P,19075,7.9,0.23,N,0,A
24,168288,R,5.0,H,1800,11.12,0.01,N,0,B
23,24000,O,7.0,E,5000,7.49,0.21,N,0,A
27,24000,R,0.0,M,10000,7.68,0.42,N,1,A
30,34000,R,0.0,D,12000,12.87,0.35,N,1,C
22,40000,R,6.0,M,10000,12.21,0.25,N,0,B
35,415000,M,2.0,H,15500,16.45,0.04,Y,0,E
33,38016,R,10.0,E,15000,6.17,0.39,N,1,A
26,44000,M,10.0,P,20000,17.27,0.45,Y,1,D
26,51000,M,3.0,H,10000,7.74,0.2,N,0,A
22,22292,R,5.0,D,3500,16.49,0.16,N,1,D
29,71000,M,4.0,D,4000,7.14,0.06,N,0,A
23,61300,O,1.0,E,9000,16.49,0.15,Y,0,D
25,72000,R,2.0,M,10000,10.37,0.14,N,0,B
24,40000,M,5.0,H,15000,7.49,0.38,N,0,A
21,140000,M,2.0,E,18000,7.9,0.13,N,0,A
45,33600,O,14.0,V,4000,6.39,0.12,N,0,A
22,137004,M,3.0,V,10000,5.79,0.07,N,0,A
28,110000,R,2.0,H,10000,13.22,0.09,N,0,C
25,44000,M,3.0,V,3600,9.32,0.08,N,0,A
39,39000,R,7.0,D,1500,10.36,0.04,N,1,B
30,53196,R,14.0,P,3000,7.66,0.06,N,0,A
38,78000,M,6.0,H,15000,15.27,0.19,N,1,C
25,91229,R,2.0,E,20000,14.35,0.22,N,0,C
22,34000,R,0.0,V,18250,10.25,0.54,N,1,B
38,60000,M,9.0,E,16000,16.35,0.27,N,0,E
23,32800,O,3.0,V,8000,7.29,0.24,N,0,A
26,120000,M,5.0,E,13000,10.99,0.11,N,0,B
33,55920,M,9.0,E,22000,7.88,0.39,N,0,A
24,90000,O,8.0,M,12000,13.35,0.13,N,0,C
28,66000,R,9.0,V,10000,7.9,0.15,N,0,A
30,38000,R,0.0,M,12800,5.79,0.34,N,1,A
38,80000,M,2.0,M,5000,13.85,0.06,N,0,C
25,79900,M,7.0,M,15000,11.12,0.16,N,1,B
23,115000,M,3.0,E,13000,11.83,0.11,N,0,B
26,93450,M,1.0,H,12000,11.26,0.13,N,0,B
26,96000,R,11.0,H,10000,19.69,0.1,Y,0,E
23,75000,R,2.0,D,3700,6.03,0.05,N,0,A
24,97700,M,5.0,V,25000,11.12,0.26,N,0,B
23,42500,R,1.0,P,6200,13.92,0.15,N,0,C
31,24000,R,0.0,P,4400,15.62,0.18,N,1,D
22,48600,M,6.0,E,12000,12.42,0.25,N,1,B
30,120000,M,15.0,E,11000,6.03,0.09,N,0,A
32,70000,R,2.0,M,15000,14.27,0.21,Y,0,C
22,43000,R,6.0,E,13500,10.95,0.31,N,1,B
24,51996,R,2.0,M,15000,13.22,0.29,N,0,C
24,79992,R,0.0,D,7500,10.71,0.09,N,0,B
23,30000,R,3.0,P,14600,6.03,0.49,N,1,A
30,86706,M,6.0,M,8500,6.62,0.1,N,0,A
24,135000,R,3.0,E,16000,16.69,0.12,N,0,E
21,18000,R,1.0,E,2000,5.42,0.11,N,0,A
27,68000,R,0.0,D,6500,7.51,0.1,N,0,A
21,24996,O,3.0,E,7000,15.58,0.28,N,0,D
29,66352,M,5.0,H,7000,7.88,0.11,N,0,A
23,45000,M,4.0,V,4725,11.99,0.1,N,0,B
49,50000,M,4.0,D,10000,9.07,0.2,N,0,A
36,21600,O,0.0,V,2100,8.49,0.1,N,0,A
27,36000,R,0.0,P,7500,13.55,0.21,Y,1,D
27,50004,R,12.0,D,3200,11.49,0.06,N,0,B
24,72444,M,7.0,H,25000,10.74,0.35,N,0,B
25,60000,R,3.0,H,10250,6.62,0.17,N,0,A
27,60000,M,3.0,P,5000,16.45,0.08,N,0,E
27,33000,R,2.0,M,7500,15.65,0.23,Y,1,D
36,9600,M,1.0,V,3250,11.49,0.34,N,1,B
23,70000,R,1.0,V,3500,5.42,0.05,N,0,A
25,64000,M,9.0,H,9000,5.99,0.14,N,0,A
27,84000,R,0.0,V,2500,14.59,0.03,N,1,D
26,90000,M,0.0,D,10000,6.62,0.11,N,0,A
26,39000,R,3.0,M,15000,15.37,0.38,N,1,D
24,151000,M,8.0,H,35000,14.27,0.23,Y,0,C
31,42000,R,1.0,V,20000,13.57,0.48,N,1,C
21,15600,R,0.0,M,2000,7.9,0.13,N,0,A
28,64000,R,1.0,H,10000,11.66,0.16,Y,0,C
26,92000,M,0.0,D,5600,11.46,0.06,N,0,B
23,62400,M,4.0,V,7200,8.9,0.12,N,0,A
39,27040,M,0.0,H,4800,8.59,0.18,N,0,A
22,48000,O,4.0,P,2400,11.46,0.05,N,0,B
31,100000,M,10.0,M,9950,5.42,0.1,N,0,A
23,50000,R,3.0,M,5600,11.49,0.11,N,0,B
22,40000,R,2.0,D,5025,13.43,0.13,N,0,C
28,75000,O,11.0,E,12000,12.69,0.16,N,0,B
28,42000,R,5.0,P,4800,12.42,0.11,N,0,B
35,30000,M,13.0,P,6625,6.62,0.22,N,0,A
24,74000,R,1.0,H,16800,15.65,0.23,Y,1,D
31,55000,M,15.0,V,4000,12.42,0.07,N,0,B
26,44000,R,0.0,M,8400,14.5,0.19,Y,1,E
22,35000,R,3.0,E,4800,5.42,0.14,N,0,A
22,185000,R,4.0,E,25000,11.36,0.14,N,0,B
31,139016,R,5.0,V,25000,15.37,0.18,Y,1,D
23,45000,R,0.0,E,1775,12.72,0.04,Y,0,C
22,35100,R,0.0,D,1000,13.98,0.03,N,0,C
23,59000,R,5.0,D,24000,19.69,0.41,Y,1,E
23,75000,O,5.0,M,12500,15.33,0.17,Y,0,D
30,53004,R,3.0,D,14000,15.28,0.26,Y,1,D
25,59004,R,1.0,H,20000,14.84,0.34,N,1,D
35,39000,M,5.0,H,15000,10.99,0.38,N,0,B
23,35000,R,3.0,D,12000,10.0,0.34,N,1,B
30,72000,R,1.0,D,10000,9.99,0.14,N,0,B
52,65004,R,4.0,P,20000,15.58,0.31,Y,1,D
30,120000,M,14.0,V,7500,15.65,0.06,N,0,D
26,54316,R,10.0,M,10000,11.86,0.18,N,0,B
31,72500,M,12.0,H,8875,11.99,0.12,N,0,B
46,54250,R,3.0,P,3600,10.0,0.07,N,0,B
25,178364,M,9.0,P,8000,15.68,0.04,Y,0,E
26,64000,M,3.0,E,12000,11.71,0.19,N,0,B
40,80000,R,0.0,P,6000,8.94,0.07,N,0,A
26,72000,M,10.0,E,4000,9.32,0.06,N,0,A
30,19200,M,2.0,H,4750,13.61,0.25,Y,1,C
22,79000,M,3.0,V,35000,13.8,0.44,Y,0,C
36,98240,M,4.0,P,20000,16.35,0.2,N,0,E
23,117000,M,8.0,V,14000,15.68,0.12,Y,0,E
36,79200,M,19.0,P,10000,6.03,0.13,N,0,A
27,68000,M,0.0,H,3000,14.65,0.04,Y,0,C
29,50000,O,3.0,P,6000,13.99,0.12,N,0,C
27,104525,M,11.0,H,6000,7.4,0.06,N,0,A
38,160000,M,12.0,E,14000,6.62,0.09,N,0,A
31,34000,R,9.0,V,15000,9.88,0.44,N,1,B
26,21000,R,0.0,V,4800,7.75,0.23,N,0,A
31,100000,M,5.0,H,15000,10.59,0.15,N,0,B
24,31200,R,3.0,D,4000,12.42,0.13,N,0,B
24,44000,O,8.0,V,14500,7.29,0.33,N,0,A
25,123000,R,1.0,M,8000,12.53,0.07,N,0,B
26,74000,M,8.0,E,15000,9.91,0.2,N,1,B
23,34000,R,4.0,M,4000,12.69,0.12,N,0,B
25,36000,M,3.0,H,7000,12.73,0.19,N,0,C
51,120000,M,2.0,P,30000,7.9,0.25,N,0,A
23,69000,R,3.0,E,15000,10.65,0.22,N,0,B
21,13806,R,6.0,E,4750,12.73,0.34,Y,1,C
29,90444,R,13.0,M,12000,7.14,0.13,N,0,A
39,88400,M,20.0,M,25000,18.3,0.24,N,1,F
22,35360,M,6.0,E,9600,5.99,0.27,N,0,A
26,67000,R,4.0,M,2400,12.99,0.04,Y,0,C
32,85000,R,5.0,M,12800,10.75,0.15,N,0,B
22,36050,R,2.0,P,6700,14.11,0.19,Y,1,D
37,60000,M,4.0,D,12000,12.73,0.2,N,0,C
27,35000,R,2.0,M,6000,9.32,0.17,N,0,A
23,17004,R,3.0,M,5000,6.54,0.29,N,1,A
22,110000,M,2.0,V,14400,14.35,0.13,N,0,C
27,75000,M,11.0,E,12000,9.91,0.16,N,1,B
29,46344,R,0.0,E,3500,11.36,0.08,N,0,B
23,15600,R,1.0,V,4500,5.99,0.29,N,1,A
28,56100,M,12.0,M,10000,8.49,0.15,N,1,A
23,56100,M,3.0,M,5650,10.99,0.09,N,1,B
35,80004,R,5.0,E,10000,7.51,0.12,N,0,A
22,30000,O,3.0,E,8000,13.49,0.27,N,0,C
25,110000,M,1.0,D,10000,12.69,0.09,N,0,B
23,78000,R,2.0,V,19000,8.9,0.24,N,0,A
32,30000,R,4.0,M,9325,13.62,0.31,N,1,D
21,50400,R,4.0,V,8000,15.62,0.16,Y,0,D
27,40000,R,1.0,M,5000,11.99,0.13,N,0,B
26,33189,R,4.0,E,3000,11.12,0.09,N,0,B
25,76000,M,3.0,E,20000,6.54,0.26,N,0,A
28,40000,O,2.0,M,3600,6.99,0.09,N,0,A
25,108000,M,9.0,P,4800,12.42,0.04,N,0,B
25,105000,M,3.0,V,12000,12.84,0.11,N,0,C
23,55000,M,8.0,E,12375,9.91,0.23,N,0,B
36,40000,R,2.0,E,11250,14.27,0.28,N,0,C
29,89520,O,13.0,E,8000,13.23,0.09,Y,0,C
31,36000,R,7.0,E,4500,9.99,0.13,N,0,B
42,105000,M,18.0,E,2400,13.06,0.02,Y,0,C
23,100000,M,1.0,V,25000,11.58,0.25,N,0,B
28,90000,M,5.0,V,25000,11.86,0.28,N,0,B
23,71000,M,7.0,D,7500,9.99,0.11,N,0,B
22,82000,M,6.0,E,10750,9.25,0.13,N,0,B
28,90000,R,12.0,M,12000,14.65,0.13,N,0,C
29,35000,R,12.0,D,1800,5.42,0.05,N,0,A
30,34046,R,2.0,M,12000,14.96,0.35,Y,1,D
25,100000,M,9.0,E,8000,10.25,0.08,N,0,B
33,100000,M,16.0,M,15000,11.71,0.15,N,0,B
24,32500,R,5.0,M,4000,16.29,0.12,Y,0,D
21,44000,M,2.0,D,15000,16.0,0.34,N,1,E
22,56000,R,4.0,V,2800,15.31,0.05,Y,0,D
28,69000,M,12.0,D,10000,9.88,0.14,N,0,B
42,40000,R,0.0,M,5000,6.17,0.13,N,0,A
21,29004,R,5.0,P,11000,14.22,0.38,Y,1,C
23,90000,M,7.0,P,22000,6.99,0.24,N,0,A
36,62400,M,0.0,D,2400,7.49,0.04,N,0,A
23,70000,M,7.0,E,2000,13.49,0.03,Y,0,C
36,65000,M,1.0,V,7000,11.49,0.11,N,0,B
28,24000,R,0.0,D,5000,11.86,0.21,N,0,B
23,105000,R,0.0,E,12000,12.61,0.11,N,0,C
29,60000,O,13.0,M,9600,14.35,0.16,Y,0,C
26,53826,M,10.0,H,8500,14.79,0.16,N,1,C
22,74004,O,0.0,M,3000,6.54,0.04,N,0,A
37,58000,R,1.0,E,9500,9.96,0.16,N,0,B
22,59000,R,123.0,P,35000,16.02,0.59,Y,1,D
22,30000,R,2.0,V,4200,15.31,0.14,Y,1,D
29,97000,O,3.0,V,12000,11.83,0.12,N,0,B
24,54000,M,8.0,V,1500,14.42,0.03,Y,1,D
41,54000,M,6.0,H,5000,13.23,0.09,N,1,C
22,27560,O,6.0,E,2800,11.49,0.1,N,0,B
22,82000,R,6.0,E,12000,13.55,0.15,N,0,D
27,20004,R,0.0,V,1500,12.69,0.07,N,0,B
29,54000,M,1.0,V,10000,16.89,0.19,N,0,D
26,33600,R,4.0,D,6000,10.71,0.18,N,0,B
24,49232,R,8.0,E,8500,6.54,0.17,N,0,A
26,137000,M,3.0,E,3500,12.18,0.03,N,0,B
27,120000,M,11.0,P,8000,12.61,0.07,N,0,C
32,82350,R,16.0,M,4000,9.91,0.05,N,0,B
23,86000,R,6.0,E,13000,10.62,0.15,N,0,B
32,41600,M,2.0,V,13200,11.71,0.32,N,0,B
38,48000,M,1.0,P,18000,8.49,0.38,N,0,A
28,55000,R,6.0,M,12000,14.27,0.22,Y,0,C
31,50000,R,4.0,E,6800,19.29,0.14,N,0,E
26,22406,R,5.0,P,2500,6.76,0.11,N,1,A
24,22000,R,3.0,P,3000,10.33,0.14,N,0,B
22,123000,M,6.0,E,7000,7.51,0.06,N,0,A
22,50000,R,0.0,D,13000,12.42,0.26,N,0,B
26,40000,R,3.0,D,5000,9.45,0.13,N,0,B
34,30000,R,3.0,P,9050,5.99,0.3,N,0,A
29,92000,M,8.0,E,10000,11.26,0.11,N,0,B
29,70000,M,5.0,D,3000,9.63,0.04,N,0,B
24,73440,M,7.0,H,7000,6.99,0.1,N,0,A
56,150000,R,7.0,H,10000,13.49,0.07,N,0,C
24,46800,M,6.0,D,12000,6.99,0.26,N,0,A
23,24000,R,1.0,V,5000,11.48,0.21,N,0,B
21,24996,O,5.0,M,6500,11.34,0.26,Y,0,C
25,49000,R,3.0,E,1000,7.66,0.02,N,0,A
22,18000,O,1.0,E,5400,15.31,0.3,Y,1,D
33,26100,R,16.0,P,5000,10.75,0.19,N,0,B
26,77000,R,0.0,V,22000,6.54,0.29,N,0,A
28,108000,M,4.0,H,5000,12.87,0.05,Y,0,C
21,33000,R,0.0,M,3500,11.71,0.11,N,0,B
24,65000,M,3.0,E,12000,9.91,0.18,N,0,B
27,60000,R,1.0,E,20000,10.99,0.33,N,1,B
24,105000,M,8.0,H,10000,7.51,0.1,N,0,A
27,60000,O,2.0,V,10000,10.38,0.17,N,0,B
23,36000,M,3.0,D,3000,13.22,0.08,N,0,C
27,56253,R,11.0,V,10000,11.36,0.18,N,0,B
27,105000,M,9.0,P,24000,6.17,0.23,N,0,A
